Study_ID,Cohort_ID,Shared_control_ID,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Derection,Detail_result,Note_result,Treatment_stimulus,Number_pattern,Diameter_pattern,Area_pattern,Shape_pattern,Control_stimulus,Note_stimulus,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,Note
Vallin_2005,Vallin_2005_1,Vallin_2005_a,table. 1,p.1205,Parus_caeruleus,blue tit,Inachis_io,peacock butterfly,proportion1,proportion,Increase,survival,AM culculated the survival rate from raw data,eyespot,4,9.91,77.13246,eyespot,no pattern,no sound (wings cut to remove sound production) vs. no eyespots or sound (eyespots painted over and sound production removed),real,butterfly,omnivore,NA,NA,8,10,NA,NA,NA,NA,1,0.2,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Vallin_2005,Vallin_2005_2,Vallin_2005_a,table. 1,p.1205,Parus_caeruleus,blue tit,Inachis_io,peacock butterfly,proportion1,proportion,Increase,survival,AM culculated the survival rate from raw data,eyespot,4,9.91,77.13246,eyespot,no pattern,no eyespots (eyespots painted over); eyespots (instead painted at the bases of the wings),real,butterfly,omnivore,NA,NA,9,10,NA,NA,NA,NA,1,0.5,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_1,Stevens_2007_a,fig. 6,p.1221,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,black highly contrasting spots; 7.00mm,artificial,abstract_butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.184211,0,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_2,Stevens_2007_a,fig. 6,p.1221,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,white highly contrast-ing spots; 7.00mm,artificial,abstract_butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.318421,0,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_3,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7,38.48451,eyespot,no pattern,a pair of concentric circles of equal area with a black centre and white surround,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.333747,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_4,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7,38.48451,eyespot,no pattern,a pair of concentric circles of equal width with a black centre and white surround,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.497519,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_5,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,donut; a pair of concentric circles of equal area with a white centre and black surround; 7.00mm ,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.353598,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_6,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,donut; a pair of concentric circles of equal width with a white centre and blacksurround; 7.00mm ,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.472705,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_7,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,semi circle; a pair of asymmetrical semi circles with a horizontal divide; 7.00mm ,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.162531,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_8,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,semi circle; a pair of symmetrical semicircles with a horizontaldivide; 7.00mm ,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.152605,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_9,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,semi circle; a pair of asymmetrical semi circles with a vertical divide; 7.00mm ,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.229529,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_10,Stevens_2007_b,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,semi circle; a pair of symmetrical semicircles with a vertical divide; 7.00mm ,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.246898,0.138958,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_11,Stevens_2007_c,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7,38.48451,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.351245,0.231979,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_12,Stevens_2007_c,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8.38,38.48451,diamond,no pattern,same area to eyespot,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.23329,0.231979,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_13,Stevens_2007_c,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8.38,38.48451,diamond,no pattern,inverted diamond; same area to eyespot,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.104849,0.231979,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_14,Stevens_2007_c,fig. 9,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,inverted circle; 7.00mm in diameter,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.1795,0.231979,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_15,Stevens_2007_d,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7,38.48451,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.570302,0.213666,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_16,Stevens_2007_d,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8.38,38.48451,diamond,no pattern,dounut diamond; 7.00mm in width,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.570302,0.213666,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_17,Stevens_2007_d,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8.38,38.48451,diamond,no pattern,black diamond; same area to eyespot,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.419185,0.213666,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_18,Stevens_2007_d,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,black,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.37293,0.213666,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_19,Stevens_2007_d,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8.38,38.48451,diamond,no pattern,white; same area to eyespot,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.246781,0.213666,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens_2007,Stevens_2007_20,Stevens_2007_d,fig. 10,p.1223,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,7,38.48451,circle,no pattern,white; 7.00mm in diameter,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.316163,0.213666,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Stubbins_2008,Stevens&Stubbins_2008_1,Stevens&Stubbins_2008_a,fig. 3,p.1791,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,10,78.53982,circle,no pattern,white; 10.00mm in diameter,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.425685,0.050505,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_1,Stevens&Hardman_2008_a,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,3,9,63.61725,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.136157,0.025719,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_2,Stevens&Hardman_2008_a,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,11,95.03318,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.217852,0.025719,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_3,Stevens&Hardman_2008_a,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,9,63.61725,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.098336,0.025719,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_4,Stevens&Hardman_2008_a,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,1,15,176.71459,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.205749,0.025719,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_5,Stevens&Hardman_2008_a,fig. 4,p.528,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,1,9,63.61725,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.083207,0.025719,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_6,Stevens&Hardman_2008_b,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,9,63.61725,eyespot,no pattern,,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.22819,0.058627,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_7,Stevens&Hardman_2008_b,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,9.683,46.88024,lectangle,no pattern,a pair of squares with the same perimeter as eyespot; diagonal ,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.156728,0.058627,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_8,Stevens&Hardman_2008_b,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,12.222,81,lectangle,no pattern,a pair of squares with the same width as eyespots; measured diagonal,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.362657,0.058627,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_9,Stevens&Hardman_2008_b,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.49,63.61725,lectangle,no pattern,a pair of squares with the same area as eyespots; measured diagonal,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.22819,0.058627,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_10,Stevens&Hardman_2008_b,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,10.727,43.05252,lectangle,no pattern,a pair of bars with the same perimeter as eyespots,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.199859,0.058627,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_11,Stevens&Hardman_2008_b,fig. 5,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,14.453,63.61725,lectangle,no pattern,a pair of bars with the same area as eyespots; measured diagonal,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.193516,0.058627,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_12,Stevens&Hardman_2008_c,fig. 6,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,9,63.61725,eyespot,no pattern,the central black component in the center; measured diagonal,artificial,abstract_butterfly,NA,NA,NA,160,160,NA,NA,NA,NA,0.293233,0.120301,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_13,Stevens&Hardman_2008_c,fig. 6,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,9,63.61725,eyespot,no pattern,the central black component displaced outward (externally) from thetarget midline,artificial,abstract_butterfly,NA,NA,NA,160,160,NA,NA,NA,NA,0.285714,0.120301,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Hardman_2008,Stevens&Hardman_2008_14,Stevens&Hardman_2008_c,fig. 6,p.529,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,9,63.61725,eyespot,no pattern,the central black componentdisplaced inward to the target midline,artificial,abstract_butterfly,NA,NA,NA,160,160,NA,NA,NA,NA,0.225564,0.120301,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_1,Stevens&CastorPerry_2009_a,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,10.09253009,80,circle,no pattern,symmetrical in area,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.146981,0.126013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_2,Stevens&CastorPerry_2009_a,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,10.21790794,82,circle,no pattern,with 5% size asymmetries; 82 and78 mm2,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.222115,0.126013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_3,Stevens&CastorPerry_2009_a,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,10.34176589,84,circle,no pattern,with 10% (A10) size asymmetries (84 and 76 mm2),artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.221241,0.126013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_4,Stevens&CastorPerry_2009_a,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,"10.704744696917				",90,circle,no pattern,with 25% (A25) size asymmetries ,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.354909,0.126013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_5,Stevens&CastorPerry_2009_a,fig. 3,p.99,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.28379167,100,circle,no pattern,with 50% (A50) size asymmetries,artificial,abstract_butterfly,NA,NA,NA,100,100,NA,NA,NA,NA,0.186295,0.126013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_6,Stevens&CastorPerry_2009_b,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8,64,lectangle,no pattern,symmetrical in position,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.112026,0.056013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_7,Stevens&CastorPerry_2009_b,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,9.027033337,64,circle,no pattern,symmetrical in position,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.09061,0.056013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_8,Stevens&CastorPerry_2009_b,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,9.027033337,64,others,no pattern,square and circle; symmetrical in position,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.130148,0.056013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_9,Stevens&CastorPerry_2009_b,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,8,64,lectangle,no pattern,asymmetrical in position,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.15486,0.056013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_10,Stevens&CastorPerry_2009_b,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,9.027033337,64,circle,no pattern,asymmetrical in position,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.228995,0.056013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&CastorPerry_2009,Stevens&CastorPerry_2009_11,Stevens&CastorPerry_2009_b,fig. 4,p.100,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,9.027033337,64,others,no pattern,square and circle; asymmetrical in position,artificial,abstract_butterfly,NA,NA,NA,48,48,NA,NA,NA,NA,0.187809,0.056013,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_1,Stevens&Cantor_2009_a,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7.02,38.70474,eyespot,no pattern,arranged horizontally about midline,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.317412,0.16215,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_2,Stevens&Cantor_2009_a,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7.02,38.70474,eyespot,no pattern,arranged vertically along the midline,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.253896,0.16215,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_3,Stevens&Cantor_2009_a,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.27,32.88944,lectangle,bh,arranged horizontally about the midline and oriented horizontally,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.300474,0.16215,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_4,Stevens&Cantor_2009_a,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.528,38.74073,lectangle,bv,arranged vertically along the midline and orientated horizontally,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.328704,0.16215,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_5,Stevens&Cantor_2009_a,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.446,35.98482,lectangle,bhv,arranged horizontally about the midline and oriented vertically,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.214374,0.16215,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_6,Stevens&Cantor_2009_a,fig. 3,p.322,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.546,36.68002,lectangle,bvv,arranged vertically along the midline and orientated vertically,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.342818,0.16215,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_7,Stevens&Cantor_2009_b,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7.4,43.0084,eyespot,no pattern,blue,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.229457,0.110034,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_8,Stevens&Cantor_2009_b,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7.4,43.0084,eyespot,no pattern,red,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.219393,0.110034,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_9,Stevens&Cantor_2009_b,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,2,7.4,43.0084,eyespot,no pattern,yellow,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.225431,0.110034,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_10,Stevens&Cantor_2009_b,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.699,41.93556,lectangle,no pattern,blue bar,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.213355,0.110034,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_11,Stevens&Cantor_2009_b,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.905,41.18882,lectangle,no pattern,red bar,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.142238,0.110034,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens&Cantor_2009,Stevens&Cantor_2009_12,Stevens&Cantor_2009_b,fig. 4,personal comminication,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,11.455,43.14322,lectangle,no pattern,yellow bar,artificial,abstract_butterfly,NA,NA,NA,56,56,NA,NA,NA,NA,0.237508,0.110034,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Blut_2012,Blut_2012_1,Blut_2012_a,fig. 5,p.240,none,none,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,,eyespot,2,7,38.48451,eyespot,no pattern,artificial eyespot with sparkle + photograh of specific prey species,real,butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.099391,0.079108,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Blut_2012,Blut_2012_2,Blut_2012_a,fig. 5,p.240,none,none,Saturnia_pavonia,emperor moth,proportion1,proportion,Increase,survival,,eyespot,2,12,113.09734,eyespot,no pattern,artificial eyespot with sparkle + photograh of specific prey species,real,butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.659919,0,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hossie_2012,Hossie_2012_1,Hossie_2012_a,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,6,28.27433,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,artificial,caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.17187,0.195761,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site 1, location 1; authers said ""eyespot pattern"" but it is ""conspicuous pattern"" in our difinition "
Hossie_2012,Hossie_2012_2,Hossie_2012_a,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,6,28.27433,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots; models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,artificial,caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.147978,0.161251,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site 1, location 1"
Hossie_2012,Hossie_2012_3,Hossie_2012_b,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,6,28.27433,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,artificial,caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.625807,0.657662,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site 1, location 2"
Hossie_2012,Hossie_2012_4,Hossie_2012_b,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,6,28.27433,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,artificial,caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.63908,0.647044,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site 1, location 2"
Hossie_2012,Hossie_2012_5,Hossie_2012_c,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,6,28.27433,circle,no pattern,solid-eyespots vs. solid-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,artificial,caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.567406,0.643062,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site 1, location 3"
Hossie_2012,Hossie_2012_6,Hossie_2012_c,fig. S2,supplementary Material,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,2,6,28.27433,circle,no pattern,countershaded-eyespots vs. countershaded-no eyespots ;models were based loosely on the late instars of Papilio canadensis and Papilio glaucus caterpillars,artificial,caterpillar,NA,NA,NA,96,96,NA,NA,NA,NA,0.838175,0.734646,independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site 1, location 3"
